,OBJECTID,CATEGORIA,NOMBRE,ABREVIADO,SUBCATEGORIA,PROPIETARIO,ID_DISTRITO,SHAPE
332,339,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484998.3075000001, 1100875.1699], [484997.70720000006, 1100883.1423000004], [484998.5175000001, 1100883.202299999], [485009.04059999995, 1100883.8025000002], [485009.6207999997, 1100873.5895000007], [484998.4974999996, 1100872.9593000002], [484998.3075000001, 1100875.1699]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
333,340,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484994.0762, 1100870.9685999993], [484993.8861999996, 1100874.8398000002], [484998.3075000001, 1100875.1699], [484998.4974999996, 1100872.9593000002], [485009.6207999997, 1100873.5895000007], [485009.04059999995, 1100883.8025000002], [484998.5175000001, 1100883.202299999], [484998.17729999963, 1100887.773600001], [485010.84109999985, 1100888.7139999997], [485012.0014000004, 1100888.7939999998], [485013.22190000024, 1100872.3892], [484994.0762, 1100870.9685999993]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
334,341,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484724.54669999983, 1100883.5704999994], [484716.8443999998, 1100882.8202999998], [484716.12409999967, 1100890.1324000005], [484723.82639999967, 1100890.8926999997], [484723.91640000045, 1100890.0023999996], [484724.05649999995, 1100888.6219999995], [484724.54669999983, 1100883.5704999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
335,342,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484831.9885, 1100862.6651000008], [484832.3086000001, 1100858.7939999998], [484834.60950000025, 1100828.0848999992], [484815.41390000004, 1100826.4642999992], [484813.6531999996, 1100851.9118000008], [484811.9726999998, 1100851.7917], [484811.54250000045, 1100858.0835999995], [484812.2427000003, 1100857.9935999997], [484811.9025999997, 1100862.7449999992], [484809.33160000015, 1100897.1151], [484829.29750000034, 1100898.615700001], [484831.9885, 1100862.6651000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
336,343,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[485010.84109999985, 1100888.7139999997], [484998.17729999963, 1100887.773600001], [484998.5175000001, 1100883.202299999], [484997.70720000006, 1100883.1423000004], [484998.3075000001, 1100875.1699], [484993.8861999996, 1100874.8398000002], [484992.13549999986, 1100898.3167000003], [485010.10080000013, 1100899.5472], [485010.84109999985, 1100888.7139999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
337,344,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484912.65220000036, 1100868.6774000004], [484913.1524, 1100864.7563000005], [484915.1732000001, 1100834.0972000007], [484896.7078, 1100832.8867000006], [484895.0471000001, 1100858.1141999997], [484893.18659999967, 1100857.984099999], [484892.7664000001, 1100864.3959999997], [484892.2862, 1100868.6973], [484890.03529999964, 1100902.9474], [484910.3113000002, 1100904.2778999992], [484911.4818000002, 1100886.4626000002], [484912.65220000036, 1100868.6774000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
338,345,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484992.13549999986, 1100898.3167000003], [484993.8861999996, 1100874.8398000002], [484994.0762, 1100870.9685999993], [484996.3671000004, 1100840.1596000008], [484977.5515999999, 1100838.7589999996], [484975.67090000026, 1100864.136499999], [484974.0203999998, 1100864.0065000001], [484973.58019999973, 1100870.0382000003], [484973.42009999976, 1100874.7195999995], [484970.96920000017, 1100907.5993000008], [484970.8591, 1100909.0797000006], [484991.2251000004, 1100910.6002999991], [484991.3552000001, 1100908.8797999993], [484992.13549999986, 1100898.3167000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
339,346,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484747.3831000002, 1100930.7046000008], [484747.3130999999, 1100923.3224], [484745.5725999996, 1100923.3423999995], [484744.3821999999, 1100923.3523999993], [484739.32079999987, 1100923.4024], [484739.4007000001, 1100930.7846000008], [484747.3831000002, 1100930.7046000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
340,347,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484592.51970000006, 1100589.3828999996], [484586.70799999963, 1100588.9327000007], [484582.9866000004, 1100636.3566999994], [484589.05840000045, 1100636.8868000004], [484592.51970000006, 1100589.3828999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
341,348,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484584.3173000002, 1100588.8325999994], [484578.2355000004, 1100588.3925], [484574.77419999987, 1100636.2065999992], [484580.8559999997, 1100636.6066999994], [484584.3173000002, 1100588.8325999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
342,349,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484642.3541000001, 1100634.5765000004], [484647.2659999998, 1100566.0362999998], [484648.00629999954, 1100555.5932999998], [484622.3388, 1100553.7525999993], [484622.2087000003, 1100553.7425999995], [484619.5378999999, 1100553.5425000004], [484616.5270999996, 1100553.3323999997], [484612.7758999998, 1100553.0623000003], [484607.0937000001, 1100632.0555000007], [484642.3541000001, 1100634.5765000004]], [[484636.35259999987, 1100596.7252999991], [484635.97250000015, 1100602.5870999992], [484627.20990000013, 1100601.7868000008], [484627.5099999998, 1100596.1450999994], [484636.35259999987, 1100596.7252999991]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
343,350,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484865.24010000005, 1100603.2588], [484865.5401999997, 1100599.1975999996], [484868.1512000002, 1100563.3871], [484847.9051999999, 1100561.8764999993], [484845.37430000026, 1100596.1865999997], [484845.0440999996, 1100600.6878999993], [484844.5739000002, 1100607.0798000004], [484846.14439999964, 1100607.0998], [484844.3837000001, 1100632.167199999], [484863.02919999976, 1100633.5077], [484865.24010000005, 1100603.2588]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
344,351,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484677.29449999984, 1100617.3016999997], [484677.11450000014, 1100619.8523999993], [484682.8361999998, 1100620.2826000005], [484682.98620000016, 1100617.7018], [484677.29449999984, 1100617.3016999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
345,352,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484677.29449999984, 1100617.3016999997], [484674.04360000044, 1100617.0715999994], [484673.88350000046, 1100619.6022999994], [484677.11450000014, 1100619.8523999993], [484677.29449999984, 1100617.3016999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
346,353,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484656.62849999964, 1100615.8510999996], [484656.46839999966, 1100617.9616999999], [484658.82909999974, 1100618.1317999996], [484658.9992000004, 1100616.0211999994], [484656.62849999964, 1100615.8510999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
347,354,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484656.62849999964, 1100615.8510999996], [484654.67789999954, 1100615.7211000007], [484654.5577999996, 1100617.831700001], [484656.46839999966, 1100617.9616999999], [484656.62849999964, 1100615.8510999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
348,355,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484654.67789999954, 1100615.7211000007], [484652.20720000006, 1100615.551000001], [484652.0970999999, 1100617.6615999993], [484654.5577999996, 1100617.831700001], [484654.67789999954, 1100615.7211000007]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
349,356,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484807.29289999977, 1100616.9223999996], [484808.87349999975, 1100595.4261000007], [484774.4534, 1100592.9251000006], [484772.7326999996, 1100614.3313999996], [484807.29289999977, 1100616.9223999996]], [[484798.83050000016, 1100602.5681999996], [484798.33029999956, 1100608.1197999995], [484794.86930000037, 1100607.9397], [484795.33949999977, 1100602.3881], [484798.83050000016, 1100602.5681999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
350,357,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484946.6741000004, 1100605.1198999994], [484946.3839999996, 1100609.0310999993], [484948.1445000004, 1100609.1210999992], [484947.7943000002, 1100613.612400001], [484947.7242999999, 1100614.4826999996], [484958.47750000004, 1100615.273], [484959.7580000004, 1100597.6977999993], [484958.3476, 1100597.5778], [484949.10479999986, 1100596.7874999996], [484948.4746000003, 1100605.25], [484946.6741000004, 1100605.1198999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
351,358,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484865.5401999997, 1100599.1975999996], [484865.24010000005, 1100603.2588], [484866.50040000025, 1100603.3388], [484866.1303000003, 1100608.5803999994], [484876.9035, 1100609.2807], [484878.2340000002, 1100591.795499999], [484867.52080000006, 1100590.9651999995], [484866.85059999954, 1100599.3377], [484865.5401999997, 1100599.1975999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
352,359,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484817.1760999998, 1100576.0604999997], [484817.07600000035, 1100577.4309], [484821.3973000003, 1100577.8310000002], [484820.9184999997, 1100582.9326000009], [484828.86950000003, 1100583.5127000008], [484827.7189999996, 1100596.6165999994], [484811.3742000004, 1100595.3761], [484811.0340999998, 1100601.1378000006], [484831.04000000004, 1100602.6684000008], [484836.4115000004, 1100608.5502000004], [484838.6024000002, 1100577.7010999992], [484817.1760999998, 1100576.0604999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
353,360,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484798.83050000016, 1100602.5681999996], [484795.33949999977, 1100602.3881], [484794.86930000037, 1100607.9397], [484798.33029999956, 1100608.1197999995], [484798.83050000016, 1100602.5681999996]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
354,361,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484820.9184999997, 1100582.9326000009], [484819.9068, 1100593.7357], [484811.50430000015, 1100593.0654000007], [484811.3742000004, 1100595.3761], [484827.7189999996, 1100596.6165999994], [484828.86950000003, 1100583.5127000008], [484820.9184999997, 1100582.9326000009]], [[484827.5991000002, 1100589.1843999997], [484826.5887000002, 1100592.5154], [484823.1776999999, 1100593.455600001], [484820.80709999986, 1100590.7148000002], [484822.09750000015, 1100587.3237999994], [484825.28839999996, 1100586.6336000003], [484827.5991000002, 1100589.1843999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
355,362,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484820.9184999997, 1100582.9326000009], [484821.3973000003, 1100577.8310000002], [484817.07600000035, 1100577.4309], [484817.1760999998, 1100576.0604999997], [484817.49619999994, 1100571.7292], [484821.58779999986, 1100516.3028999995], [484817.7467, 1100515.9826999996], [484818.17679999955, 1100510.1209999993], [484809.28419999965, 1100509.2007], [484808.9940999998, 1100512.1115000006], [484805.9731999999, 1100511.8114], [484805.1529000001, 1100523.0046999995], [484802.0516999997, 1100565.2872000001], [484801.7715999996, 1100569.1183000002], [484801.6514999997, 1100570.8088000007], [484801.41139999963, 1100573.979699999], [484800.26099999994, 1100589.8044000007], [484809.22360000014, 1100590.5946999993], [484809.08359999955, 1100592.8753999993], [484811.50430000015, 1100593.0654000007], [484819.9068, 1100593.7357], [484820.9184999997, 1100582.9326000009]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
356,363,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484827.5991000002, 1100589.1843999997], [484825.28839999996, 1100586.6336000003], [484822.09750000015, 1100587.3237999994], [484820.80709999986, 1100590.7148000002], [484823.1776999999, 1100593.455600001], [484826.5887000002, 1100592.5154], [484827.5991000002, 1100589.1843999997]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
357,364,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484801.41139999963, 1100573.979699999], [484789.2679000003, 1100573.1593999993], [484788.1573999999, 1100588.9941000007], [484800.26099999994, 1100589.8044000007], [484801.41139999963, 1100573.979699999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
358,365,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484784.9167999998, 1100546.7215999998], [484767.84169999976, 1100545.5210999995], [484766.8113000002, 1100559.2051], [484764.71050000004, 1100587.2434], [484765.7608000003, 1100587.3134000003], [484782.29569999967, 1100588.5439], [484783.4260999998, 1100572.8092999998], [484784.57660000026, 1100557.0245999992], [484785.3169, 1100546.7515999991], [484784.9167999998, 1100546.7215999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
359,366,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484687.0278000003, 1100563.6459], [484654.2581000002, 1100560.9948999994], [484652.8876, 1100579.1202000007], [484685.79729999974, 1100581.451199999], [484687.0278000003, 1100563.6459]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
360,367,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484595.5109000001, 1100546.5201999992], [484595.3208999997, 1100543.4892999995], [484589.3091000002, 1100543.9093999993], [484589.46910000034, 1100546.5101999994], [484589.4291000003, 1100546.9703000002], [484587.10819999967, 1100578.9597999994], [484586.98819999956, 1100580.6903000008], [484592.2297, 1100581.1503999997], [484593.02990000043, 1100581.2204999998], [484595.33079999965, 1100549.0209999997], [484595.5109000001, 1100546.5201999992]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
361,368,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484801.7715999996, 1100569.1183000002], [484797.6704000002, 1100568.8582000006], [484797.55030000024, 1100570.5187], [484801.6514999997, 1100570.8088000007], [484801.7715999996, 1100569.1183000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
362,369,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484797.55030000024, 1100570.5187], [484797.6704000002, 1100568.8582000006], [484797.9304999998, 1100565.0171000008], [484798.4106999999, 1100558.1550999992], [484788.5778000001, 1100557.4548000004], [484787.7073999997, 1100568.4580000006], [484787.6074000001, 1100569.7584000006], [484787.5974000003, 1100569.9584999997], [484797.55030000024, 1100570.6286999993], [484797.55030000024, 1100570.5187]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
363,370,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484787.7073999997, 1100568.4580000006], [484784.81659999955, 1100568.2279000003], [484784.75659999996, 1100569.5283000004], [484787.6074000001, 1100569.7584000006], [484787.7073999997, 1100568.4580000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
364,371,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484802.0516999997, 1100565.2872000001], [484797.9304999998, 1100565.0171000008], [484797.6704000002, 1100568.8582000006], [484801.7715999996, 1100569.1183000002], [484802.0516999997, 1100565.2872000001]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
365,372,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484656.1387, 1100552.1523000002], [484655.25850000046, 1100552.0823], [484655.2385, 1100552.2622999996], [484654.64829999954, 1100558.5642000008], [484690.0887000002, 1100561.1552000009], [484690.44880000036, 1100554.8033000007], [484683.4667999996, 1100554.2631], [484680.29590000026, 1100554.023], [484677.80510000046, 1100553.8230000008], [484674.26410000026, 1100553.5528999995], [484671.7533, 1100553.3628000002], [484668.29229999986, 1100553.0927000009], [484665.7715999996, 1100552.8926], [484661.4902999997, 1100552.5625], [484660.53000000026, 1100552.4923999999], [484656.1387, 1100552.1523000002]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
366,373,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484915.41530000046, 1100536.169399999], [484902.64159999974, 1100531.2577999998], [484900.9009999996, 1100536.0091999993], [484903.75189999957, 1100537.2295999993], [484903.0617000004, 1100539.2002000008], [484912.72449999955, 1100542.9212999996], [484913.18460000027, 1100541.761], [484914.7150999997, 1100537.9099000003], [484915.41530000046, 1100536.169399999]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
367,374,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484776.1942999996, 1100523.9748], [484770.7728000004, 1100523.4646000005], [484770.3225999996, 1100528.6561999992], [484772.05310000014, 1100528.8462000005], [484771.56290000025, 1100535.3081], [484777.7446999997, 1100535.8783], [484777.57469999976, 1100537.4587999992], [484783.4863999998, 1100537.8890000004], [484783.9265999999, 1100532.8575], [484782.5262000002, 1100532.6574000008], [484783.07639999967, 1100525.6152999997], [484776.11429999955, 1100524.9351000004], [484776.1942999996, 1100523.9748]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
368,375,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484916.98599999957, 1100508.5011999998], [484916.5959000001, 1100503.3197000008], [484909.8239000002, 1100503.8398000002], [484910.2240000004, 1100509.0212999992], [484916.98599999957, 1100508.5011999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
369,376,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484966.34059999976, 1100496.0479000006], [484955.57739999983, 1100495.4076000005], [484954.82710000034, 1100508.2114000004], [484965.5903000003, 1100508.8416000009], [484966.34059999976, 1100496.0479000006]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
370,377,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484891.09839999955, 1100506.4803999998], [484890.9183, 1100502.1791999992], [484896.30989999976, 1100501.9591000006], [484896.4798999997, 1100506.2303999998], [484905.1124999998, 1100505.8202999998], [484904.70239999983, 1100497.2178000007], [484895.57969999965, 1100497.6479000002], [484895.4996999996, 1100496.0874000005], [484890.9283999996, 1100496.3073999994], [484891.0083999997, 1100497.9079], [484883.1760999998, 1100498.2880000006], [484883.5761000002, 1100506.8405000009], [484891.09839999955, 1100506.4803999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
371,378,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484896.4798999997, 1100506.2303999998], [484896.30989999976, 1100501.9591000006], [484890.9183, 1100502.1791999992], [484891.09839999955, 1100506.4803999998], [484896.4798999997, 1100506.2303999998]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
372,379,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484920.61730000004, 1100478.3522999994], [484917.5362999998, 1100478.3323], [484917.4561999999, 1100488.7354000006], [484920.53720000014, 1100488.7554000001], [484920.61730000004, 1100478.3522999994]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
373,380,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484747.3831000002, 1100930.7046000008], [484747.3130999999, 1100923.3224], [484745.5725999996, 1100923.3423999995], [484744.3821999999, 1100923.3523999993], [484739.32079999987, 1100923.4024], [484739.4007000001, 1100930.7846000008], [484747.3831000002, 1100930.7046000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
374,381,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484543.0038999999, 1100775.8175000008], [484542.2742999997, 1100786.7227999996], [484547.9271, 1100787.1579999998], [484548.8256000001, 1100776.0375999995], [484543.0038999999, 1100775.8175000008]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
375,382,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484992.13549999986, 1100898.3167000003], [484993.8861999996, 1100874.8398000002], [484994.0762, 1100870.9685999993], [484996.3671000004, 1100840.1596000008], [484977.5515999999, 1100838.7589999996], [484975.67090000026, 1100864.136499999], [484974.0203999998, 1100864.0065000001], [484973.58019999973, 1100870.0382000003], [484973.42009999976, 1100874.7195999995], [484970.96920000017, 1100907.5993000008], [484970.8591, 1100909.0797000006], [484991.2251000004, 1100910.6002999991], [484991.3552000001, 1100908.8797999993], [484992.13549999986, 1100898.3167000003]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
376,383,SALUD,HOSPITAL NACIONAL PSIQUIÁTRICO MANUEL ANTONIO CHAPUÍ Y TORRES,HOSP. NAC. PSIQUIÁTRICO,HOSPITAL,ESTADO,9.0,"{'rings': [[[484912.65220000036, 1100868.6774000004], [484913.1524, 1100864.7563000005], [484915.1732000001, 1100834.0972000007], [484896.7078, 1100832.8867000006], [484895.0471000001, 1100858.1141999997], [484893.18659999967, 1100857.984099999], [484892.7664000001, 1100864.3959999997], [484892.2862, 1100868.6973], [484890.03529999964, 1100902.9474], [484910.3113000002, 1100904.2778999992], [484911.4818000002, 1100886.4626000002], [484912.65220000036, 1100868.6774000004]]], 'spatialReference': {'wkid': 102305, 'latestWkid': 5367}}"
